Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Start Date,End Date,Time,Location,Instructor,Units
Winter 2020,Regular Academic Session,Engineering,24787,Electrical Engineering And Computer Science (EECS),280,32,Prog&Data Struct,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,5-7PM,1006 DOW,,4
Winter 2020,Regular Academic Session,Engineering,25978,Electrical Engineering And Computer Science (EECS),280,33,Prog&Data Struct,LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,4-6PM,104 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,25979,Electrical Engineering And Computer Science (EECS),280,34,Prog&Data Struct,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,330-530PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,25980,Electrical Engineering And Computer Science (EECS),280,35,Prog&Data Struct,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,12-2PM,1680 IOE,,4
Winter 2020,Regular Academic Session,Engineering,25992,Electrical Engineering And Computer Science (EECS),280,36,Prog&Data Struct,LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,3-5PM,2236 CSRB,,4
Winter 2020,Regular Academic Session,Engineering,25993,Electrical Engineering And Computer Science (EECS),280,37,Prog&Data Struct,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,430-630PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,25994,Electrical Engineering And Computer Science (EECS),280,38,Prog&Data Struct,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,230-430PM,2153 GGBL,,4
Winter 2020,Regular Academic Session,Engineering,25999,Electrical Engineering And Computer Science (EECS),280,39,Prog&Data Struct,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,930-1130AM,1005 EECS,,4
Winter 2020,Regular Academic Session,Engineering,26097,Electrical Engineering And Computer Science (EECS),280,40,Prog&Data Struct,LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,430-630PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,28230,Electrical Engineering And Computer Science (EECS),280,41,Prog&Data Struct,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,1230-230PM,104 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,28231,Electrical Engineering And Computer Science (EECS),280,42,Prog&Data Struct,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,330-530PM,2166 DOW,,4
Winter 2020,Regular Academic Session,Engineering,28252,Electrical Engineering And Computer Science (EECS),280,43,Prog&Data Struct,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,530-730PM,1003 EECS,,4
Winter 2020,Regular Academic Session,Engineering,28253,Electrical Engineering And Computer Science (EECS),280,44,Prog&Data Struct,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,1-3PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,34310,Electrical Engineering And Computer Science (EECS),280,45,Prog&Data Struct,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,430-630PM,1940 COOL,,4
Winter 2020,Regular Academic Session,Engineering,22549,Electrical Engineering And Computer Science (EECS),281,1,Data Struct&Algor,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,9-1030AM,1670 BEYSTER,Darden,4
Winter 2020,Regular Academic Session,Engineering,19743,Electrical Engineering And Computer Science (EECS),281,2,Data Struct&Algor,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,1030-12PM,220 CHRYS,Darden,4
Winter 2020,Regular Academic Session,Engineering,10681,Electrical Engineering And Computer Science (EECS),281,3,Data Struct&Algor,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,3-430PM,1013 DOW,Paoletti,4
Winter 2020,Regular Academic Session,Engineering,23042,Electrical Engineering And Computer Science (EECS),281,4,Data Struct&Algor,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,430-6PM,1013 DOW,Paoletti,4
Winter 2020,Regular Academic Session,Engineering,27958,Electrical Engineering And Computer Science (EECS),281,5,Data Struct&Algor,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,530-7PM,1109 FXB,Garcia-Ramirez,4
Winter 2020,Regular Academic Session,Engineering,10682,Electrical Engineering And Computer Science (EECS),281,11,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,1030-1230PM,185 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,16249,Electrical Engineering And Computer Science (EECS),281,12,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,130-330PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10683,Electrical Engineering And Computer Science (EECS),281,13,Data Struct&Algor,LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,5-7PM,1690 BEYSTER,,4
Winter 2020,Regular Academic Session,Engineering,19157,Electrical Engineering And Computer Science (EECS),281,14,Data Struct&Algor,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,5-7PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,19933,Electrical Engineering And Computer Science (EECS),281,15,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,230-430PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,20822,Electrical Engineering And Computer Science (EECS),281,16,Data Struct&Algor,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,3-5PM,1006 DOW,,4
Winter 2020,Regular Academic Session,Engineering,21374,Electrical Engineering And Computer Science (EECS),281,17,Data Struct&Algor,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,430-630PM,1005 DOW,,4
Winter 2020,Regular Academic Session,Engineering,21375,Electrical Engineering And Computer Science (EECS),281,18,Data Struct&Algor,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,830-1030AM,185 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,22046,Electrical Engineering And Computer Science (EECS),281,19,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,2-4PM,1940 COOL,,4
Winter 2020,Regular Academic Session,Engineering,22047,Electrical Engineering And Computer Science (EECS),281,20,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,230-430PM,2153 GGBL,,4
Winter 2020,Regular Academic Session,Engineering,22725,Electrical Engineering And Computer Science (EECS),281,21,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,1130-130PM,2166 DOW,,4
Winter 2020,Regular Academic Session,Engineering,23380,Electrical Engineering And Computer Science (EECS),281,22,Data Struct&Algor,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,4-6PM,2150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,23381,Electrical Engineering And Computer Science (EECS),281,23,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,5-7PM,185 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,24531,Electrical Engineering And Computer Science (EECS),281,24,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,1130-130PM,185 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,24705,Electrical Engineering And Computer Science (EECS),281,25,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,1030-1230PM,133 CHRYS,,4
Winter 2020,Regular Academic Session,Engineering,25601,Electrical Engineering And Computer Science (EECS),281,26,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,230-430PM,104 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,25602,Electrical Engineering And Computer Science (EECS),281,27,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,930-1130AM,185 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,25605,Electrical Engineering And Computer Science (EECS),281,28,Data Struct&Algor,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,3-5PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,25606,Electrical Engineering And Computer Science (EECS),281,29,Data Struct&Algor,LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,2-4PM,3427 EECS,,4
Winter 2020,Regular Academic Session,Engineering,27792,Electrical Engineering And Computer Science (EECS),281,30,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,3-5PM,1680 IOE,,4
Winter 2020,Regular Academic Session,Engineering,27793,Electrical Engineering And Computer Science (EECS),281,31,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,5-7PM,104 EWRE,,4
Winter 2020,Regular Academic Session,Engineering,28085,Electrical Engineering And Computer Science (EECS),281,32,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,3-5PM,1005 EECS,,4
Winter 2020,Regular Academic Session,Engineering,28086,Electrical Engineering And Computer Science (EECS),281,33,Data Struct&Algor,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,430-630PM,3427 EECS,,4
Winter 2020,Regular Academic Session,Engineering,32468,Electrical Engineering And Computer Science (EECS),300,1,Elec Eng Sys Des II,LEC,A R ,,,,TH,,,,1/8/2020,4/21/2020,3-5PM,4440 EECS,"Gilchrist, Revzen",3
Winter 2020,Regular Academic Session,Engineering,32469,Electrical Engineering And Computer Science (EECS),300,11,Elec Eng Sys Des II,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,12-3PM,1230 EECS,,3
Winter 2020,Regular Academic Session,Engineering,22399,Electrical Engineering And Computer Science (EECS),301,1,Probabil Mthd in Eng,LEC,A   ,M,,W,,,,,1/8/2020,4/21/2020,130-3PM,1500 EECS,Mahdavifar,4
Winter 2020,Regular Academic Session,Engineering,22400,Electrical Engineering And Computer Science (EECS),301,11,Probabil Mthd in Eng,DIS,P  W,,,,,F,,,1/8/2020,4/21/2020,130-230PM,133 CHRYS,,4
Winter 2020,Regular Academic Session,Engineering,22401,Electrical Engineering And Computer Science (EECS),301,12,Probabil Mthd in Eng,DIS,P  W,,,,,F,,,1/8/2020,4/21/2020,1130-1230PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,17898,Electrical Engineering And Computer Science (EECS),311,1,Analog Circuits,LEC,A R ,,T,,TH,,,,1/8/2020,4/21/2020,9-1030AM,1200 EECS,Avestruz,4
Winter 2020,Regular Academic Session,Engineering,17899,Electrical Engineering And Computer Science (EECS),311,11,Analog Circuits,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,3-6PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17900,Electrical Engineering And Computer Science (EECS),311,12,Analog Circuits,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,6-9PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,18455,Electrical Engineering And Computer Science (EECS),311,13,Analog Circuits,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,12-3PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,16131,Electrical Engineering And Computer Science (EECS),312,1,Digit Integrat Circ,LEC,A R ,M,,W,,,,,1/8/2020,4/21/2020,1030-12PM,1303 EECS,Garmire,4
Winter 2020,Regular Academic Session,Engineering,16166,Electrical Engineering And Computer Science (EECS),312,11,Digit Integrat Circ,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1230-130PM,133 CHRYS,,4
Winter 2020,Regular Academic Session,Engineering,10664,Electrical Engineering And Computer Science (EECS),314,1,"Elec Ckts, Sys&Appl",LEC,A R ,M,,W,,,,,1/8/2020,4/21/2020,3-430PM,STAMPS,Ganago,4
Winter 2020,Regular Academic Session,Engineering,10665,Electrical Engineering And Computer Science (EECS),314,11,"Elec Ckts, Sys&Appl",DIS,S R ,,T,,,,,,1/8/2020,4/21/2020,230-330PM,2147 GGBL,,4
Winter 2020,Regular Academic Session,Engineering,10666,Electrical Engineering And Computer Science (EECS),314,12,"Elec Ckts, Sys&Appl",DIS,S R ,,T,,,,,,1/8/2020,4/21/2020,330-430PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10667,Electrical Engineering And Computer Science (EECS),314,13,"Elec Ckts, Sys&Appl",DIS,S R ,,T,,,,,,1/8/2020,4/21/2020,430-530PM,1311 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17387,Electrical Engineering And Computer Science (EECS),314,14,"Elec Ckts, Sys&Appl",DIS,S R ,,T,,,,,,1/8/2020,4/21/2020,530-630PM,1311 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17722,Electrical Engineering And Computer Science (EECS),314,21,"Elec Ckts, Sys&Appl",LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,9-11AM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17723,Electrical Engineering And Computer Science (EECS),314,22,"Elec Ckts, Sys&Appl",LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,11-1PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17724,Electrical Engineering And Computer Science (EECS),314,23,"Elec Ckts, Sys&Appl",LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,5-7PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17725,Electrical Engineering And Computer Science (EECS),314,24,"Elec Ckts, Sys&Appl",LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,7-9PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17726,Electrical Engineering And Computer Science (EECS),314,25,"Elec Ckts, Sys&Appl",LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,10-12PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17727,Electrical Engineering And Computer Science (EECS),314,26,"Elec Ckts, Sys&Appl",LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,12-2PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17728,Electrical Engineering And Computer Science (EECS),314,27,"Elec Ckts, Sys&Appl",LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,2-4PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17729,Electrical Engineering And Computer Science (EECS),314,28,"Elec Ckts, Sys&Appl",LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,5-7PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17730,Electrical Engineering And Computer Science (EECS),314,29,"Elec Ckts, Sys&Appl",LAB,P RW,,,,,F,,,1/8/2020,4/21/2020,10-12PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,17731,Electrical Engineering And Computer Science (EECS),314,30,"Elec Ckts, Sys&Appl",LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,1-3PM,2336 EECS,,4
Winter 2020,Regular Academic Session,Engineering,16577,Electrical Engineering And Computer Science (EECS),320,1,Intr Semicon Devices,LEC,A R ,M,,W,,,,,1/8/2020,4/21/2020,12-130PM,1303 EECS,Forrest,4
Winter 2020,Regular Academic Session,Engineering,16578,Electrical Engineering And Computer Science (EECS),320,11,Intr Semicon Devices,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1030-1130AM,1303 EECS,,4
Winter 2020,Regular Academic Session,Engineering,28928,Electrical Engineering And Computer Science (EECS),320,12,Intr Semicon Devices,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,930-1030AM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,27453,Electrical Engineering And Computer Science (EECS),330,1,Intro to Ants,LEC,A R ,M,,W,,,,,1/8/2020,4/21/2020,9-1030AM,3427 EECS,Willingale,4
Winter 2020,Regular Academic Session,Engineering,27727,Electrical Engineering And Computer Science (EECS),330,11,Intro to Ants,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,6-9PM,4334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,27454,Electrical Engineering And Computer Science (EECS),330,12,Intro to Ants,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,6-9PM,4334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10668,Electrical Engineering And Computer Science (EECS),334,1,Prin of Optics,LEC,A R ,,T,,TH,,,,1/8/2020,4/21/2020,12-130PM,1003 EECS,Winful,4
Winter 2020,Regular Academic Session,Engineering,10669,Electrical Engineering And Computer Science (EECS),334,11,Prin of Optics,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1130-1230PM,1003 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10692,Electrical Engineering And Computer Science (EECS),351,1,Intro DIg Sig Proc,LEC,A R ,,T,,TH,,,,1/8/2020,4/21/2020,130-3PM,1014 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10693,Electrical Engineering And Computer Science (EECS),351,11,Intro DIg Sig Proc,DIS,P RW,,,W,,,,,1/8/2020,4/21/2020,330-430PM,1014 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10670,Electrical Engineering And Computer Science (EECS),370,1,Intro Computer Org,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,9-1030AM,1109 FXB,Brehob,4
Winter 2020,Regular Academic Session,Engineering,28908,Electrical Engineering And Computer Science (EECS),370,2,Intro Computer Org,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,1030-12PM,1670 BEYSTER,"Mahlke, Das, Zekany",4
Winter 2020,Regular Academic Session,Engineering,22042,Electrical Engineering And Computer Science (EECS),370,3,Intro Computer Org,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,12-130PM,1013 DOW,"Das, Mahlke, Zekany",4
Winter 2020,Regular Academic Session,Engineering,10671,Electrical Engineering And Computer Science (EECS),370,4,Intro Computer Org,LEC,S R ,,T,,TH,,,,1/8/2020,4/21/2020,3-430PM,1571 GGBL,"Zekany, Das, Mahlke",4
Winter 2020,Regular Academic Session,Engineering,17068,Electrical Engineering And Computer Science (EECS),370,11,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,130-230PM,2147 GGBL,,4
Winter 2020,Regular Academic Session,Engineering,10672,Electrical Engineering And Computer Science (EECS),370,12,Intro Computer Org,DIS,P RW,M,,,,,,,1/8/2020,4/21/2020,530-630PM,2166 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10673,Electrical Engineering And Computer Science (EECS),370,13,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1030-1130AM,1003 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10674,Electrical Engineering And Computer Science (EECS),370,14,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,930-1030AM,1006 DOW,,4
Winter 2020,Regular Academic Session,Engineering,24661,Electrical Engineering And Computer Science (EECS),370,15,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,330-430PM,1017 DOW,,4
Winter 2020,Regular Academic Session,Engineering,19999,Electrical Engineering And Computer Science (EECS),370,16,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1130-1230PM,1006 DOW,,4
Winter 2020,Regular Academic Session,Engineering,20701,Electrical Engineering And Computer Science (EECS),370,17,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,230-330PM,1017 DOW,,4
Winter 2020,Regular Academic Session,Engineering,22044,Electrical Engineering And Computer Science (EECS),370,18,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1230-130PM,1018 DOW,,4
Winter 2020,Regular Academic Session,Engineering,22045,Electrical Engineering And Computer Science (EECS),370,19,Intro Computer Org,DIS,P RW,M,,,,,,,1/8/2020,4/21/2020,3-4PM,1006 DOW,,4
Winter 2020,Regular Academic Session,Engineering,23385,Electrical Engineering And Computer Science (EECS),370,20,Intro Computer Org,DIS,P RW,M,,,,,,,1/8/2020,4/21/2020,330-430PM,3150 DOW,,4
Winter 2020,Regular Academic Session,Engineering,24703,Electrical Engineering And Computer Science (EECS),370,21,Intro Computer Org,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,130-230PM,1003 EECS,,4
Winter 2020,Regular Academic Session,Engineering,25611,Electrical Engineering And Computer Science (EECS),370,22,Intro Computer Org,DIS,P RW,M,,,,,,,1/8/2020,4/21/2020,5-6PM,1005 EECS,,4
Winter 2020,Regular Academic Session,Engineering,28197,Electrical Engineering And Computer Science (EECS),370,23,Intro Computer Org,DIS,P RW,M,,,,,,,1/8/2020,4/21/2020,330-430PM,1940 COOL,,4
Winter 2020,Regular Academic Session,Engineering,10675,Electrical Engineering And Computer Science (EECS),373,1,Intro Embed Sys Des,LEC,A R ,,T,,TH,,,,1/8/2020,4/21/2020,3-430PM,1311 EECS,Dreslinski Jr,4
Winter 2020,Regular Academic Session,Engineering,10677,Electrical Engineering And Computer Science (EECS),373,11,Intro Embed Sys Des,LAB,P RW,,T,,,,,,1/8/2020,4/21/2020,12-3PM,2334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10679,Electrical Engineering And Computer Science (EECS),373,12,Intro Embed Sys Des,LAB,P RW,,,W,,,,,1/8/2020,4/21/2020,3-6PM,2334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10680,Electrical Engineering And Computer Science (EECS),373,13,Intro Embed Sys Des,LAB,P RW,,,,TH,,,,1/8/2020,4/21/2020,6-9PM,2334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,10676,Electrical Engineering And Computer Science (EECS),373,14,Intro Embed Sys Des,LAB,P RW,M,,,,,,,1/8/2020,4/21/2020,3-6PM,2334 EECS,,4
Winter 2020,Regular Academic Session,Engineering,24420,Electrical Engineering And Computer Science (EECS),376,1,Foundatns Comp Sci,LEC,S R ,M,,W,,,,,1/8/2020,4/21/2020,12-130PM,1670 BEYSTER,Kamil,4
Winter 2020,Regular Academic Session,Engineering,23043,Electrical Engineering And Computer Science (EECS),376,2,Foundatns Comp Sci,LEC,S R ,M,,W,,,,,1/8/2020,4/21/2020,130-3PM,STAMPS,Volkovich,4
Winter 2020,Regular Academic Session,Engineering,33951,Electrical Engineering And Computer Science (EECS),376,3,Foundatns Comp Sci,LEC,S R ,M,,W,,,,,1/8/2020,4/21/2020,130-3PM,STAMPS,Volkovich,4
Winter 2020,Regular Academic Session,Engineering,10700,Electrical Engineering And Computer Science (EECS),376,4,Foundatns Comp Sci,LEC,S R ,M,,W,,,,,1/8/2020,4/21/2020,3-430PM,1670 BEYSTER,Kamil,4
Winter 2020,Regular Academic Session,Engineering,10701,Electrical Engineering And Computer Science (EECS),376,11,Foundatns Comp Sci,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1030-1130AM,2166 DOW,,4
Winter 2020,Regular Academic Session,Engineering,17519,Electrical Engineering And Computer Science (EECS),376,12,Foundatns Comp Sci,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1130-1230PM,1008 FXB,,4
Winter 2020,Regular Academic Session,Engineering,17518,Electrical Engineering And Computer Science (EECS),376,13,Foundatns Comp Sci,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,1230-130PM,1017 DOW,,4
Winter 2020,Regular Academic Session,Engineering,10702,Electrical Engineering And Computer Science (EECS),376,14,Foundatns Comp Sci,DIS,P RW,,,,,F,,,1/8/2020,4/21/2020,230-330PM,2150 DOW,,4
